ano;tipo_uva;cultivar;quantidade
1971;Outros;Mistura de uvas americanas;0
1971;Outros;Moscato Embrapa;0
1971;Outros;Niagara;239017
1971;Outros;Niagara Branca;0
1971;Outros;Niagara Rosada;0
1971;Outros;Poloske;0
1971;Outros;Seleções;0
1971;Outros;Seyve Villard;0
1971;Outros;Seyve Villard 5276;0
1971;Outros;Seyve Villard 12375;0
1971;Outros;Tardia de Caxias;0
1971;Outros;Outras(2);0
1972;Tintas;TINTAS;187251954
1972;Outros;Bacarina;67464
1972;Outros;Bailey;0
1972;Outros;Bordo;6530686
1972;Outros;Bourdin (S);0
1972;Outros;BRS Carmen;0
1972;Outros;BRS Cora;0
1972;Outros;BRS Magna;0
1972;Outros;BRS Margot;0
1972;Outros;BRS Morena;0
1972;Outros;BRS Núbia;0
1972;Outros;BRS Rúbea;0
1972;Outros;BRS Violeta;0
1972;Outros;BRS Vitória;0
1972;Outros;Champagnon (Champanheta);0
1972;Outros;Coleções;0
1972;Outros;Concord;2262221
1972;Outros;Concord clone 30;0
1972;Outros;Couderc;2550812
1972;Outros;Cynthiana(1);535172
1972;Outros;Herbemont;45765536
1972;Outros;IAC 138022;0
1972;Outros;Isabel;120365492
1972;Outros;Isabel Precoce;0
1972;Outros;Jacquez;278191
1972;Outros;Kyoko;0
1972;Outros;Landot;63740
1972;Outros;Mistura de uvas americanas tinto;0
1972;Outros;Oberlin;11136
1972;Outros;Othello;34525
1972;Outros;Paco;0
1972;Outros;Patricia;0
1972;Outros;Seibel;8786979
1972;Outros;Seibel 2 (seibeleto);0
1972;Outros;Seyve Willard (Tinta);0
1972;Outros;Vênus;0
1972;Brancas;BRANCAS E ROSADAS;898576
1972;Outros;Baco;5084
1972;Outros;Bokay;0
1972;Outros;BRS Bibiana;0
1972;Outros;BRS Clara;0
1972;Outros;BRS Lorena;0
1972;Outros;Couderc 13;0
1972;Outros;Delaware;7517
1972;Outros;Dona Zillá;0
1972;Outros;Dut Chess;0
1972;Outros;Goethe;472553
1972;Outros;IAC;0
1972;Outros;Juliana;0
1972;Outros;Martha;14716
1972;Outros;Mistura de uvas americanas;0
1972;Outros;Moscato Embrapa;0
1972;Outros;Niagara;253262
1972;Outros;Niagara Branca;0
1972;Outros;Niagara Rosada;0
1972;Outros;Poloske;0
1972;Outros;Seleções;0
1972;Outros;Seyve Villard;145444
1972;Outros;Seyve Villard 5276;0
1972;Outros;Seyve Villard 12375;0
1972;Outros;Tardia de Caxias;0
1972;Outros;Outras(2);0
1973;Tintas;TINTAS;161593877
1973;Outros;Bacarina;58690
1973;Outros;Bailey;0
1973;Outros;Bordo;5584243
1973;Outros;Bourdin (S);0
1973;Outros;BRS Carmen;0
1973;Outros;BRS Cora;0
1973;Outros;BRS Magna;0
1973;Outros;BRS Margot;0
1973;Outros;BRS Morena;0
1973;Outros;BRS Núbia;0
1973;Outros;BRS Rúbea;0
1973;Outros;BRS Violeta;0
1973;Outros;BRS Vitória;0
1973;Outros;Champagnon (Champanheta);0
1973;Outros;Coleções;0
1973;Outros;Concord;1850704
1973;Outros;Concord clone 30;0
1973;Outros;Couderc;2602220
1973;Outros;Cynthiana(1);360571
1973;Outros;Herbemont;33214347
1973;Outros;IAC 138022;0
1973;Outros;Isabel;109787700
1973;Outros;Isabel Precoce;0
1973;Outros;Jacquez;302686
1973;Outros;Kyoko;0
1973;Outros;Landot;80995
1973;Outros;Mistura de uvas americanas tinto;0
1973;Outros;Oberlin;9483
1973;Outros;Othello;17358
1973;Outros;Paco;0
1973;Outros;Patricia;0
1973;Outros;Seibel;7724880
1973;Outros;Seibel 2 (seibeleto);0
1973;Outros;Seyve Willard (Tinta);0
1973;Outros;Vênus;0
1973;Brancas;BRANCAS E ROSADAS;231984
1973;Outros;Baco;0
1973;Outros;Bokay;0
1973;Outros;BRS Bibiana;0
1973;Outros;BRS Clara;0
1973;Outros;BRS Lorena;0
1973;Outros;Couderc 13;0
1973;Outros;Delaware;0
1973;Outros;Dona Zillá;0
1973;Outros;Dut Chess;0
1973;Outros;Goethe;113941
1973;Outros;IAC;0
1973;Outros;Juliana;0
1973;Outros;Martha;5126
1973;Outros;Mistura de uvas americanas;0
1973;Outros;Moscato Embrapa;0
1973;Outros;Niagara;112917
1973;Outros;Niagara Branca;0
1973;Outros;Niagara Rosada;0
1973;Outros;Poloske;0
1973;Outros;Seleções;0
1973;Outros;Seyve Villard;0
1973;Outros;Seyve Villard 5276;0
1973;Outros;Seyve Villard 12375;0
1973;Outros;Tardia de Caxias;0
1973;Outros;Outras(2);0
1974;Tintas;TINTAS;295404693
1974;Outros;Bacarina;138158
1974;Outros;Bailey;0
1974;Outros;Bordo;13341412
1974;Outros;Bourdin (S);0
1974;Outros;BRS Carmen;0
1974;Outros;BRS Cora;0
1974;Outros;BRS Magna;0
1974;Outros;BRS Margot;0
1974;Outros;BRS Morena;0
1974;Outros;BRS Núbia;0
1974;Outros;BRS Rúbea;0
1974;Outros;BRS Violeta;0
1974;Outros;BRS Vitória;0
1974;Outros;Champagnon (Champanheta);0
1974;Outros;Coleções;0
1974;Outros;Concord;5218933
1974;Outros;Concord clone 30;0
1974;Outros;Couderc;5057735
1974;Outros;Cynthiana(1);605039
1974;Outros;Herbemont;65865189
1974;Outros;IAC 138022;0
1974;Outros;Isabel;191946376
1974;Outros;Isabel Precoce;0
1974;Outros;Jacquez;847092
1974;Outros;Kyoko;0
1974;Outros;Landot;103456
1974;Outros;Mistura de uvas americanas tinto;0
1974;Outros;Oberlin;47350
1974;Outros;Othello;54730
1974;Outros;Paco;0
1974;Outros;Patricia;0
1974;Outros;Seibel;12179223
1974;Outros;Seibel 2 (seibeleto);0
1974;Outros;Seyve Willard (Tinta);0
1974;Outros;Vênus;0
1974;Brancas;BRANCAS E ROSADAS;2865338
1974;Outros;Baco;0
1974;Outros;Bokay;0
1974;Outros;BRS Bibiana;0
1974;Outros;BRS Clara;0
1974;Outros;BRS Lorena;0
1974;Outros;Couderc 13;0
1974;Outros;Delaware;0
1974;Outros;Dona Zillá;0
1974;Outros;Dut Chess;0
1974;Outros;Goethe;371399
1974;Outros;IAC;0
1974;Outros;Juliana;0
1974;Outros;Martha;17486
1974;Outros;Mistura de uvas americanas;0
1974;Outros;Moscato Embrapa;0
1974;Outros;Niagara;2476453
1974;Outros;Niagara Branca;0
1974;Outros;Niagara Rosada;0
1974;Outros;Poloske;0
1974;Outros;Seleções;0
1974;Outros;Seyve Villard;0
1974;Outros;Seyve Villard 5276;0
1974;Outros;Seyve Villard 12375;0
1974;Outros;Tardia de Caxias;0
1974;Outros;Outras(2);0
1975;Tintas;TINTAS;282003228
1975;Outros;Bacarina;101454
1975;Outros;Bailey;0
1975;Outros;Bordo;16023998
1975;Outros;Bourdin (S);0
1975;Outros;BRS Carmen;0
1975;Outros;BRS Cora;0
1975;Outros;BRS Magna;0
1975;Outros;BRS Margot;0
1975;Outros;BRS Morena;0
1975;Outros;BRS Núbia;0
1975;Outros;BRS Rúbea;0
1975;Outros;BRS Violeta;0
1975;Outros;BRS Vitória;0
1975;Outros;Champagnon (Champanheta);0
1975;Outros;Coleções;0
1975;Outros;Concord;7361018
1975;Outros;Concord clone 30;0
1975;Outros;Couderc;4052782
1975;Outros;Cynthiana(1);544666
1975;Outros;Herbemont;48754240
1975;Outros;IAC 138022;0
1975;Outros;Isabel;193394592
1975;Outros;Isabel Precoce;0
1975;Outros;Jacquez;513846
1975;Outros;Kyoko;0
1975;Outros;Landot;104110
1975;Outros;Mistura de uvas americanas tinto;0
1975;Outros;Oberlin;17264
1975;Outros;Othello;53172
1975;Outros;Paco;0
1975;Outros;Patricia;0
1975;Outros;Seibel;11082086
1975;Outros;Seibel 2 (seibeleto);0
1975;Outros;Seyve Willard (Tinta);0
1975;Outros;Vênus;0
1975;Brancas;BRANCAS E ROSADAS;2717527
1975;Outros;Baco;2610
1975;Outros;Bokay;0
1975;Outros;BRS Bibiana;0
1975;Outros;BRS Clara;0
1975;Outros;BRS Lorena;0
1975;Outros;Couderc 13;0
1975;Outros;Delaware;0
1975;Outros;Dona Zillá;0
1975;Outros;Dut Chess;0
1975;Outros;Goethe;280190
1975;Outros;IAC;0
1975;Outros;Juliana;0
1975;Outros;Martha;13578
1975;Outros;Mistura de uvas americanas;0
1975;Outros;Moscato Embrapa;0
1975;Outros;Niagara;2409319
1975;Outros;Niagara Branca;0
1975;Outros;Niagara Rosada;0
1975;Outros;Poloske;0
1975;Outros;Seleções;0
1975;Outros;Seyve Villard;11830
1975;Outros;Seyve Villard 5276;0
1975;Outros;Seyve Villard 12375;0
1975;Outros;Tardia de Caxias;0
1975;Outros;Outras(2);0
1976;Tintas;TINTAS;222289729
1976;Outros;Bacarina;57297
1976;Outros;Bailey;0
1976;Outros;Bordo;12725233
1976;Outros;Bourdin (S);0
1976;Outros;BRS Carmen;0
1976;Outros;BRS Cora;0
1976;Outros;BRS Magna;0
1976;Outros;BRS Margot;0
1976;Outros;BRS Morena;0
1976;Outros;BRS Núbia;0
1976;Outros;BRS Rúbea;0
1976;Outros;BRS Violeta;0
1976;Outros;BRS Vitória;0
1976;Outros;Champagnon (Champanheta);0
1976;Outros;Coleções;0
1976;Outros;Concord;6140559
1976;Outros;Concord clone 30;0
1976;Outros;Couderc;4084126
1976;Outros;Cynthiana(1);351881
1976;Outros;Herbemont;41938949
1976;Outros;IAC 138022;0
1976;Outros;Isabel;146746340
1976;Outros;Isabel Precoce;0
1976;Outros;Jacquez;495973
1976;Outros;Kyoko;0
1976;Outros;Landot;87904
1976;Outros;Mistura de uvas americanas tinto;0
1976;Outros;Oberlin;10611
1976;Outros;Othello;77044
1976;Outros;Paco;0
1976;Outros;Patricia;0
1976;Outros;Seibel;9573812
1976;Outros;Seibel 2 (seibeleto);0
1976;Outros;Seyve Willard (Tinta);0
1976;Outros;Vênus;0
1976;Brancas;BRANCAS E ROSADAS;1269187
1976;Outros;Baco;4172
1976;Outros;Bokay;0
1976;Outros;BRS Bibiana;0
1976;Outros;BRS Clara;0
1976;Outros;BRS Lorena;0
1976;Outros;Couderc 13;0
1976;Outros;Delaware;0
1976;Outros;Dona Zillá;0
1976;Outros;Dut Chess;0
1976;Outros;Goethe;228609
1976;Outros;IAC;0
1976;Outros;Juliana;0
1976;Outros;Martha;1108
1976;Outros;Mistura de uvas americanas;0
1976;Outros;Moscato Embrapa;0
1976;Outros;Niagara;1035298
1976;Outros;Niagara Branca;0
1976;Outros;Niagara Rosada;0
1976;Outros;Poloske;0
1976;Outros;Seleções;0
1976;Outros;Seyve Villard;0
1976;Outros;Seyve Villard 5276;0
1976;Outros;Seyve Villard 12375;0
1976;Outros;Tardia de Caxias;0
1976;Outros;Outras(2);0
1977;Tintas;TINTAS;272772106
1977;Outros;Bacarina;0
1977;Outros;Bailey;0
1977;Outros;Bordo;18714617
1977;Outros;Bourdin (S);0
1977;Outros;BRS Carmen;0
1977;Outros;BRS Cora;0
1977;Outros;BRS Magna;0
1977;Outros;BRS Margot;0
1977;Outros;BRS Morena;0
1977;Outros;BRS Núbia;0
1977;Outros;BRS Rúbea;0
1977;Outros;BRS Violeta;0
1977;Outros;BRS Vitória;0
1977;Outros;Champagnon (Champanheta);0
1977;Outros;Coleções;0
1977;Outros;Concord;7387125
1977;Outros;Concord clone 30;0
1977;Outros;Couderc;4214237
1977;Outros;Cynthiana(1);738472
1977;Outros;Herbemont;53226940
1977;Outros;IAC 138022;0
1977;Outros;Isabel;175906184
1977;Outros;Isabel Precoce;0
1977;Outros;Jacquez;681039
1977;Outros;Kyoko;0
1977;Outros;Landot;62198
1977;Outros;Mistura de uvas americanas tinto;0
1977;Outros;Oberlin;22059
1977;Outros;Othello;46765
1977;Outros;Paco;0
1977;Outros;Patricia;0
1977;Outros;Seibel;11772470
1977;Outros;Seibel 2 (seibeleto);0
1977;Outros;Seyve Willard (Tinta);0
1977;Outros;Vênus;0
1977;Brancas;BRANCAS E ROSADAS;2587615
1977;Outros;Baco;13095
1977;Outros;Bokay;0
1977;Outros;BRS Bibiana;0
1977;Outros;BRS Clara;0
1977;Outros;BRS Lorena;0
1977;Outros;Couderc 13;0
1977;Outros;Delaware;0
1977;Outros;Dona Zillá;0
1977;Outros;Dut Chess;0
1977;Outros;Goethe;20404
1977;Outros;IAC;0
1977;Outros;Juliana;0
1977;Outros;Martha;921
1977;Outros;Mistura de uvas americanas;0
1977;Outros;Moscato Embrapa;0
1977;Outros;Niagara;2468965
1977;Outros;Niagara Branca;0
1977;Outros;Niagara Rosada;0
1977;Outros;Poloske;0
1977;Outros;Seleções;0
1977;Outros;Seyve Villard;84230
1977;Outros;Seyve Villard 5276;0
1977;Outros;Seyve Villard 12375;0
1977;Outros;Tardia de Caxias;0
1977;Outros;Outras(2);0
1978;Tintas;TINTAS;295012354
1978;Outros;Bacarina;0
1978;Outros;Bailey;0
1978;Outros;Bordo;22247163
1978;Outros;Bourdin (S);0
1978;Outros;BRS Carmen;0
1978;Outros;BRS Cora;0
1978;Outros;BRS Magna;0
1978;Outros;BRS Margot;0
1978;Outros;BRS Morena;0
1978;Outros;BRS Núbia;0
1978;Outros;BRS Rúbea;0
1978;Outros;BRS Violeta;0
1978;Outros;BRS Vitória;0
1978;Outros;Champagnon (Champanheta);0
1978;Outros;Coleções;0
1978;Outros;Concord;8520060
1978;Outros;Concord clone 30;0
1978;Outros;Couderc;4406881
1978;Outros;Cynthiana(1);491780
1978;Outros;Herbemont;46594020
1978;Outros;IAC 138022;0
1978;Outros;Isabel;202315021
1978;Outros;Isabel Precoce;0
1978;Outros;Jacquez;578872
1978;Outros;Kyoko;0
1978;Outros;Landot;44974
1978;Outros;Mistura de uvas americanas tinto;0
1978;Outros;Oberlin;13670
1978;Outros;Othello;59623
1978;Outros;Paco;0
1978;Outros;Patricia;0
1978;Outros;Seibel;9740290
1978;Outros;Seibel 2 (seibeleto);0
1978;Outros;Seyve Willard (Tinta);0
1978;Outros;Vênus;0
1978;Brancas;BRANCAS E ROSADAS;3780127
1978;Outros;Baco;0
1978;Outros;Bokay;0
1978;Outros;BRS Bibiana;0
1978;Outros;BRS Clara;0
1978;Outros;BRS Lorena;0
1978;Outros;Couderc 13;0
1978;Outros;Delaware;0
1978;Outros;Dona Zillá;0
1978;Outros;Dut Chess;0
1978;Outros;Goethe;347450
1978;Outros;IAC;0
1978;Outros;Juliana;0
1978;Outros;Martha;10749
1978;Outros;Mistura de uvas americanas;0
1978;Outros;Moscato Embrapa;0
1978;Outros;Niagara;3239522
1978;Outros;Niagara Branca;0
1978;Outros;Niagara Rosada;0
1978;Outros;Poloske;0
1978;Outros;Seleções;0
1978;Outros;Seyve Villard;182406
1978;Outros;Seyve Villard 5276;0
1978;Outros;Seyve Villard 12375;0
1978;Outros;Tardia de Caxias;0
1978;Outros;Outras(2);0
1979;Tintas;TINTAS;301385687
1979;Outros;Bacarina;29525
1979;Outros;Bailey;0
1979;Outros;Bordo;20061699
1979;Outros;Bourdin (S);0
1979;Outros;BRS Carmen;0
1979;Outros;BRS Cora;0
1979;Outros;BRS Magna;0
1979;Outros;BRS Margot;0
1979;Outros;BRS Morena;0
1979;Outros;BRS Núbia;0
1979;Outros;BRS Rúbea;0
1979;Outros;BRS Violeta;0
1979;Outros;BRS Vitória;0
1979;Outros;Champagnon (Champanheta);0
1979;Outros;Coleções;0
1979;Outros;Concord;9016712
1979;Outros;Concord clone 30;0
1979;Outros;Couderc;5113513
1979;Outros;Cynthiana(1);414158
1979;Outros;Herbemont;60116742
1979;Outros;IAC 138022;0
1979;Outros;Isabel;195149198
1979;Outros;Isabel Precoce;0
1979;Outros;Jacquez;657846
1979;Outros;Kyoko;0
1979;Outros;Landot;39884
1979;Outros;Mistura de uvas americanas tinto;0
1979;Outros;Oberlin;6207
1979;Outros;Othello;3638
1979;Outros;Paco;0
1979;Outros;Patricia;0
1979;Outros;Seibel;10776565
1979;Outros;Seibel 2 (seibeleto);0
1979;Outros;Seyve Willard (Tinta);0
1979;Outros;Vênus;0
1979;Brancas;BRANCAS E ROSADAS;4786127
1979;Outros;Baco;0
1979;Outros;Bokay;0
1979;Outros;BRS Bibiana;0
1979;Outros;BRS Clara;0
1979;Outros;BRS Lorena;0
1979;Outros;Couderc 13;0
1979;Outros;Delaware;19359
1979;Outros;Dona Zillá;0
1979;Outros;Dut Chess;0
1979;Outros;Goethe;70345
1979;Outros;IAC;0
1979;Outros;Juliana;0
1979;Outros;Martha;7396
1979;Outros;Mistura de uvas americanas;0
1979;Outros;Moscato Embrapa;0
1979;Outros;Niagara;3589475
1979;Outros;Niagara Branca;0
1979;Outros;Niagara Rosada;0
1979;Outros;Poloske;0
1979;Outros;Seleções;0
1979;Outros;Seyve Villard;1099552
1979;Outros;Seyve Villard 5276;0
1979;Outros;Seyve Villard 12375;0
1979;Outros;Tardia de Caxias;0
1979;Outros;Outras(2);0
1980;Tintas;TINTAS;196759139
1980;Outros;Bacarina;37404
1980;Outros;Bailey;0
1980;Outros;Bordo;16495642
1980;Outros;Bourdin (S);0
1980;Outros;BRS Carmen;0
1980;Outros;BRS Cora;0
1980;Outros;BRS Magna;0
1980;Outros;BRS Margot;0
1980;Outros;BRS Morena;0
1980;Outros;BRS Núbia;0
1980;Outros;BRS Rúbea;0
1980;Outros;BRS Violeta;0
1980;Outros;BRS Vitória;0
1980;Outros;Champagnon (Champanheta);0
1980;Outros;Coleções;0
1980;Outros;Concord;5640991
1980;Outros;Concord clone 30;0
1980;Outros;Couderc;4431263
1980;Outros;Cynthiana(1);285705
1980;Outros;Herbemont;31377059
1980;Outros;IAC 138022;0
1980;Outros;Isabel;129236559
1980;Outros;Isabel Precoce;0
1980;Outros;Jacquez;422025
1980;Outros;Kyoko;0
1980;Outros;Landot;36680
1980;Outros;Mistura de uvas americanas tinto;0
1980;Outros;Oberlin;1042
1980;Outros;Othello;37273
1980;Outros;Paco;0
1980;Outros;Patricia;0
1980;Outros;Seibel;8757496
1980;Outros;Seibel 2 (seibeleto);0
1980;Outros;Seyve Willard (Tinta);0
1980;Outros;Vênus;0
1980;Brancas;BRANCAS E ROSADAS;4360271
1980;Outros;Baco;0
1980;Outros;Bokay;0
1980;Outros;BRS Bibiana;0
1980;Outros;BRS Clara;0
1980;Outros;BRS Lorena;0
1980;Outros;Couderc 13;0
1980;Outros;Delaware;18249
1980;Outros;Dona Zillá;0
1980;Outros;Dut Chess;0
1980;Outros;Goethe;16057
1980;Outros;IAC;0
1980;Outros;Juliana;0
1980;Outros;Martha;980
1980;Outros;Mistura de uvas americanas;0
1980;Outros;Moscato Embrapa;0
1980;Outros;Niagara;4030127
1980;Outros;Niagara Branca;0
1980;Outros;Niagara Rosada;0
1980;Outros;Poloske;0
1980;Outros;Seleções;0
1980;Outros;Seyve Villard;294858
1980;Outros;Seyve Villard 5276;0
1980;Outros;Seyve Villard 12375;0
1980;Outros;Tardia de Caxias;0
1980;Outros;Outras(2);0
1981;Tintas;TINTAS;290765867
1981;Outros;Bacarina;37893
1981;Outros;Bailey;0
1981;Outros;Bordo;20525530
1981;Outros;Bourdin (S);0
1981;Outros;BRS Carmen;0
1981;Outros;BRS Cora;0
1981;Outros;BRS Magna;0
1981;Outros;BRS Margot;0
1981;Outros;BRS Morena;0
1981;Outros;BRS Núbia;0
1981;Outros;BRS Rúbea;0
1981;Outros;BRS Violeta;0
1981;Outros;BRS Vitória;0
1981;Outros;Champagnon (Champanheta);0
1981;Outros;Coleções;0
1981;Outros;Concord;10751352
1981;Outros;Concord clone 30;0
1981;Outros;Couderc;4779453
1981;Outros;Cynthiana(1);388118
1981;Outros;Herbemont;48717399
1981;Outros;IAC 138022;0
1981;Outros;Isabel;191757135
1981;Outros;Isabel Precoce;0
1981;Outros;Jacquez;553100
1981;Outros;Kyoko;0
1981;Outros;Landot;38773
1981;Outros;Mistura de uvas americanas tinto;0
1981;Outros;Oberlin;3428
1981;Outros;Othello;25750
1981;Outros;Paco;0
1981;Outros;Patricia;0
1981;Outros;Seibel;13187936
1981;Outros;Seibel 2 (seibeleto);0
1981;Outros;Seyve Willard (Tinta);0
1981;Outros;Vênus;0
1981;Brancas;BRANCAS E ROSADAS;7412211
1981;Outros;Baco;0
1981;Outros;Bokay;0
1981;Outros;BRS Bibiana;0
1981;Outros;BRS Clara;0
1981;Outros;BRS Lorena;0
1981;Outros;Couderc 13;0
1981;Outros;Delaware;4630
1981;Outros;Dona Zillá;0
1981;Outros;Dut Chess;0
1981;Outros;Goethe;72134
1981;Outros;IAC;0
1981;Outros;Juliana;0
1981;Outros;Martha;1041
1981;Outros;Mistura de uvas americanas;0
1981;Outros;Moscato Embrapa;0
1981;Outros;Niagara;6714199
1981;Outros;Niagara Branca;0
1981;Outros;Niagara Rosada;0
1981;Outros;Poloske;0
1981;Outros;Seleções;0
1981;Outros;Seyve Villard;620207
1981;Outros;Seyve Villard 5276;0
1981;Outros;Seyve Villard 12375;0
1981;Outros;Tardia de Caxias;0
1981;Outros;Outras(2);0
1982;Tintas;TINTAS;341083460
1982;Outros;Bacarina;0
1982;Outros;Bailey;0
1982;Outros;Bordo;26385123
1982;Outros;Bourdin (S);0
1982;Outros;BRS Carmen;0
1982;Outros;BRS Cora;0
1982;Outros;BRS Magna;0
1982;Outros;BRS Margot;0
1982;Outros;BRS Morena;0
1982;Outros;BRS Núbia;0
1982;Outros;BRS Rúbea;0
1982;Outros;BRS Violeta;0
1982;Outros;BRS Vitória;0
1982;Outros;Champagnon (Champanheta);0
1982;Outros;Coleções;0
1982;Outros;Concord;11470646
1982;Outros;Concord clone 30;0
1982;Outros;Couderc;6234132
1982;Outros;Cynthiana(1);400575
1982;Outros;Herbemont;48220049
1982;Outros;IAC 138022;0
1982;Outros;Isabel;237185186
1982;Outros;Isabel Precoce;0
1982;Outros;Jacquez;796363
1982;Outros;Kyoko;0
1982;Outros;Landot;30617
1982;Outros;Mistura de uvas americanas tinto;0
1982;Outros;Oberlin;5723
1982;Outros;Othello;37730
1982;Outros;Paco;0
1982;Outros;Patricia;0
1982;Outros;Seibel;10317316
1982;Outros;Seibel 2 (seibeleto);0
1982;Outros;Seyve Willard (Tinta);0
1982;Outros;Vênus;0
1982;Brancas;BRANCAS E ROSADAS;13716818
1982;Outros;Baco;319
1982;Outros;Bokay;0
1982;Outros;BRS Bibiana;0
1982;Outros;BRS Clara;0
1982;Outros;BRS Lorena;0
1982;Outros;Couderc 13;0
1982;Outros;Delaware;23875
1982;Outros;Dona Zillá;0
1982;Outros;Dut Chess;0
1982;Outros;Goethe;68360
1982;Outros;IAC;0
1982;Outros;Juliana;0
1982;Outros;Martha;3567
1982;Outros;Mistura de uvas americanas;0
1982;Outros;Moscato Embrapa;0
1982;Outros;Niagara;9863766
1982;Outros;Niagara Branca;0
1982;Outros;Niagara Rosada;0
1982;Outros;Poloske;0
1982;Outros;Seleções;0
1982;Outros;Seyve Villard;3756931
1982;Outros;Seyve Villard 5276;0
1982;Outros;Seyve Villard 12375;0
1982;Outros;Tardia de Caxias;0
1982;Outros;Outras(2);0
1983;Tintas;TINTAS;170165573
1983;Outros;Bacarina;46640
1983;Outros;Bailey;0
1983;Outros;Bordo;14872674
1983;Outros;Bourdin (S);0
1983;Outros;BRS Carmen;0
1983;Outros;BRS Cora;0
1983;Outros;BRS Magna;0
1983;Outros;BRS Margot;0
1983;Outros;BRS Morena;0
1983;Outros;BRS Núbia;0
1983;Outros;BRS Rúbea;0
1983;Outros;BRS Violeta;0
1983;Outros;BRS Vitória;0
1983;Outros;Champagnon (Champanheta);0
1983;Outros;Coleções;0
1983;Outros;Concord;6864134
1983;Outros;Concord clone 30;0
1983;Outros;Couderc;4643069
1983;Outros;Cynthiana(1);172523
1983;Outros;Herbemont;26085982
1983;Outros;IAC 138022;0
1983;Outros;Isabel;108170744
1983;Outros;Isabel Precoce;0
1983;Outros;Jacquez;427037
1983;Outros;Kyoko;0
1983;Outros;Landot;10195
1983;Outros;Mistura de uvas americanas tinto;0
1983;Outros;Oberlin;767
1983;Outros;Othello;10513
