ano;tipo_uva;cultivar;quantidade
1971;Outros;Cabernet Franc;324924
1971;Outros;Cabernet Sauvignon;0
1971;Outros;Caladoc;0
1971;Outros;Campanario;0
1971;Outros;Canaiolo;607921
1971;Outros;Carignan;11796
1971;Outros;Carmenere;18288
1971;Outros;Castelão;0
1971;Outros;Corvina;0
1971;Outros;Croatina;0
1971;Outros;Cinsaut;0
1971;Outros;Dom Felder;0
1971;Outros;Dolcetto;0
1971;Outros;Durif;0
1971;Outros;Egiodola;0
1971;Outros;Ekigaina;0
1971;Outros;Festival (Sugraone);0
1971;Outros;Franconia;0
1971;Outros;Freisa;1519
1971;Outros;Gamay St Romain;0
1971;Outros;Gamay Beaujolais;0
1971;Outros;Grand Noir;930
1971;Outros;Grenache;22418
1971;Outros;Jaen;0
1971;Outros;Lagrein;0
1971;Outros;Lambrusco;2670
1971;Outros;Malbec;4884
1971;Outros;Marzemina;66569
1971;Outros;Merlot;164533
1971;Outros;Marselan;0
1971;Outros;Mistura de uvas viníferas tinto;0
1971;Outros;Molinera;0
1971;Outros;Montepulciano;0
1971;Outros;Moscato Bailey;0
1971;Outros;Napa Gamay;0
1971;Outros;Nebbiolo;0
1971;Outros;Petit Verdot;0
1971;Outros;Petite Sirah;0
1971;Outros;Pinotage;0
1971;Outros;Pinot Noir;0
1971;Outros;Pinot Saint George;0
1971;Outros;Piriquita;0
1971;Outros;Primitivo;0
1971;Outros;Rebo;0
1971;Outros;Refosco;0
1971;Outros;Rondinella;0
1971;Outros;Ruby Cabernet;0
1971;Outros;Sangiovese;59316
1971;Outros;Saperavi;0
1971;Outros;Sira (falsa);3886509
1971;Outros;Tannat;0
1971;Outros;Tempranillo;0
1971;Outros;Teroldego;0
1971;Outros;Torrontes;0
1971;Outros;Tinta Barroca;0
1971;Outros;Tinta Roriz;0
1971;Outros;Touriga Francesa;0
1971;Outros;Touriga Nacional;0
1971;Outros;Tinta Madeira;0
1971;Outros;Tintoria;0
1971;Outros;Trincdeira;0
1971;Outros;Trousseau;0
1971;Outros;Zinfandel;0
1971;Outros;Outras1;0
1971;Brancas;BRANCAS E ROSADAS;22168237
1971;Outros;Aliatico;0
1971;Outros;Aligote;1000
1971;Outros;Altesse;0
1971;Outros;Alvarinho;0
1971;Outros;Arriloba;0
1971;Outros;Auxerrois;0
1971;Outros;Burger;0
1971;Outros;Chardonnay;0
1971;Outros;Chasselas;0
1971;Outros;Chenin Blanc;0
1971;Outros;Clairette(1);116887
1971;Outros;Colombard;0
1971;Outros;Flora;0
1971;Outros;Garganega;0
1971;Outros;Gewurztraminer;0
1971;Outros;Gouveio;0
1971;Outros;Gros Manseng;0
1971;Outros;Italia (Pirovano 65) (PE);0
1971;Outros;Maccabeo;0
1971;Outros;Malvasia;611457
1971;Outros;Malvasia Amarela;0
1971;Outros;Malvasia Bianca;0
1971;Outros;Malvasia Chianti;0
1971;Outros;Malvasia Verde;0
1971;Outros;Malvasia di Candia;0
1971;Outros;Malvasia Istriana;0
1971;Outros;Mistura de uvas viníferas branco;0
1971;Outros;Mistura de uvas viníferas rosado;0
1971;Outros;Moscato Branco;5334475
1971;Outros;Moscato Canelli;0
1971;Outros;Moscato Giallo;0
1971;Outros;Moscato Nazareno;0
1971;Outros;Moscato Bianco R2;0
1971;Outros;Moscato de Alexandria;0
1971;Outros;Moscato Rosado;0
1971;Outros;Muscat à Petits Grains;0
1971;Outros;Muller Thurgau;0
1971;Outros;Muscadelle;0
1971;Outros;Ora;0
1971;Outros;Palomino;0
1971;Outros;Petit Manseng;0
1971;Outros;Peverella;2117931
1971;Outros;Pinot Blanc;0
1971;Outros;Pinot Gris;0
1971;Outros;Prosecco;0
1971;Outros;Red Veltliner;0
1971;Outros;Riesling Italico;404159
1971;Outros;Riesling Renano;0
1971;Outros;Sauvignon Blanc(2);5492
1971;Outros;Sauvignon Gris;0
1971;Outros;Seara Nova;0
1971;Outros;Semillon;0
1971;Outros;Schonburger;0
1971;Outros;Sylvaner;0
1971;Outros;Tocai Friulano;0
1971;Outros;Trebbiano;12225175
1971;Outros;Trebbiano Toscano;0
1971;Outros;Verdea;6184
1971;Outros;Verdelho;0
1971;Outros;Verdiso;770
1971;Outros;Vermentino;6097
1971;Outros;Vernaccia;190297
1971;Outros;Viogner;0
1971;Outros;Viognier;0
1971;Outros;Outras(3);1148313
1972;Tintas;TINTAS;10798824
1972;Outros;Alicante Bouschet;0
1972;Outros;Ancelota;0
1972;Outros;Aramon;0
1972;Outros;Alfrocheiro;0
1972;Outros;Arinarnoa;0
1972;Outros;Aspirant Bouschet;0
1972;Outros;Barbera;4035482
1972;Outros;Bonarda;1875069
1972;Outros;Cabernet Franc;572871
1972;Outros;Cabernet Sauvignon;0
1972;Outros;Caladoc;0
1972;Outros;Campanario;0
1972;Outros;Canaiolo;552841
1972;Outros;Carignan;7537
1972;Outros;Carmenere;22154
1972;Outros;Castelão;0
1972;Outros;Corvina;0
1972;Outros;Croatina;0
1972;Outros;Cinsaut;0
1972;Outros;Dom Felder;0
1972;Outros;Dolcetto;0
1972;Outros;Durif;0
1972;Outros;Egiodola;0
1972;Outros;Ekigaina;0
1972;Outros;Festival (Sugraone);0
1972;Outros;Franconia;0
1972;Outros;Freisa;1005
1972;Outros;Gamay St Romain;189
1972;Outros;Gamay Beaujolais;0
1972;Outros;Grand Noir;603
1972;Outros;Grenache;18488
1972;Outros;Jaen;0
1972;Outros;Lagrein;0
1972;Outros;Lambrusco;100
1972;Outros;Malbec;0
1972;Outros;Marzemina;138699
1972;Outros;Merlot;198870
1972;Outros;Marselan;0
1972;Outros;Mistura de uvas viníferas tinto;0
1972;Outros;Molinera;0
1972;Outros;Montepulciano;0
1972;Outros;Moscato Bailey;0
1972;Outros;Napa Gamay;0
1972;Outros;Nebbiolo;0
1972;Outros;Petit Verdot;0
1972;Outros;Petite Sirah;0
1972;Outros;Pinotage;0
1972;Outros;Pinot Noir;13440
1972;Outros;Pinot Saint George;0
1972;Outros;Piriquita;0
1972;Outros;Primitivo;0
1972;Outros;Rebo;0
1972;Outros;Refosco;0
1972;Outros;Rondinella;0
1972;Outros;Ruby Cabernet;0
1972;Outros;Sangiovese;62175
1972;Outros;Saperavi;0
1972;Outros;Sira (falsa);3299301
1972;Outros;Tannat;0
1972;Outros;Tempranillo;0
1972;Outros;Teroldego;0
1972;Outros;Torrontes;0
1972;Outros;Tinta Barroca;0
1972;Outros;Tinta Roriz;0
1972;Outros;Touriga Francesa;0
1972;Outros;Touriga Nacional;0
1972;Outros;Tinta Madeira;0
1972;Outros;Tintoria;0
1972;Outros;Trincdeira;0
1972;Outros;Trousseau;0
1972;Outros;Zinfandel;0
1972;Outros;Outras1;0
1972;Brancas;BRANCAS E ROSADAS;18073470
1972;Outros;Aliatico;0
1972;Outros;Aligote;1969
1972;Outros;Altesse;0
1972;Outros;Alvarinho;0
1972;Outros;Arriloba;0
1972;Outros;Auxerrois;0
1972;Outros;Burger;0
1972;Outros;Chardonnay;0
1972;Outros;Chasselas;13255
1972;Outros;Chenin Blanc;0
1972;Outros;Clairette(1);120166
1972;Outros;Colombard;0
1972;Outros;Flora;0
1972;Outros;Garganega;0
1972;Outros;Gewurztraminer;0
1972;Outros;Gouveio;0
1972;Outros;Gros Manseng;0
1972;Outros;Italia (Pirovano 65) (PE);0
1972;Outros;Maccabeo;0
1972;Outros;Malvasia;763732
1972;Outros;Malvasia Amarela;0
1972;Outros;Malvasia Bianca;0
1972;Outros;Malvasia Chianti;0
1972;Outros;Malvasia Verde;0
1972;Outros;Malvasia di Candia;0
1972;Outros;Malvasia Istriana;0
1972;Outros;Mistura de uvas viníferas branco;0
1972;Outros;Mistura de uvas viníferas rosado;0
1972;Outros;Moscato Branco;5378768
1972;Outros;Moscato Canelli;0
1972;Outros;Moscato Giallo;0
1972;Outros;Moscato Nazareno;0
1972;Outros;Moscato Bianco R2;0
1972;Outros;Moscato de Alexandria;0
1972;Outros;Moscato Rosado;0
1972;Outros;Muscat à Petits Grains;0
1972;Outros;Muller Thurgau;0
1972;Outros;Muscadelle;0
1972;Outros;Ora;0
1972;Outros;Palomino;0
1972;Outros;Petit Manseng;0
1972;Outros;Peverella;1087692
1972;Outros;Pinot Blanc;0
1972;Outros;Pinot Gris;0
1972;Outros;Prosecco;0
1972;Outros;Red Veltliner;0
1972;Outros;Riesling Italico;304688
1972;Outros;Riesling Renano;0
1972;Outros;Sauvignon Blanc(2);49244
1972;Outros;Sauvignon Gris;0
1972;Outros;Seara Nova;0
1972;Outros;Semillon;5172
1972;Outros;Schonburger;0
1972;Outros;Sylvaner;0
1972;Outros;Tocai Friulano;0
1972;Outros;Trebbiano;9579813
1972;Outros;Trebbiano Toscano;0
1972;Outros;Verdea;0
1972;Outros;Verdelho;0
1972;Outros;Verdiso;0
1972;Outros;Vermentino;8945
1972;Outros;Vernaccia;111691
1972;Outros;Viogner;0
1972;Outros;Viognier;0
1972;Outros;Outras(3);648335
1973;Tintas;TINTAS;8213674
1973;Outros;Alicante Bouschet;0
1973;Outros;Ancelota;0
1973;Outros;Aramon;0
1973;Outros;Alfrocheiro;0
1973;Outros;Arinarnoa;0
1973;Outros;Aspirant Bouschet;0
1973;Outros;Barbera;3152247
1973;Outros;Bonarda;885582
1973;Outros;Cabernet Franc;1360672
1973;Outros;Cabernet Sauvignon;0
1973;Outros;Caladoc;0
1973;Outros;Campanario;0
1973;Outros;Canaiolo;257854
1973;Outros;Carignan;5693
1973;Outros;Carmenere;4150
1973;Outros;Castelão;0
1973;Outros;Corvina;0
1973;Outros;Croatina;0
1973;Outros;Cinsaut;0
1973;Outros;Dom Felder;0
1973;Outros;Dolcetto;0
1973;Outros;Durif;0
1973;Outros;Egiodola;0
1973;Outros;Ekigaina;0
1973;Outros;Festival (Sugraone);0
1973;Outros;Franconia;0
1973;Outros;Freisa;0
1973;Outros;Gamay St Romain;0
1973;Outros;Gamay Beaujolais;0
1973;Outros;Grand Noir;0
1973;Outros;Grenache;4924
1973;Outros;Jaen;0
1973;Outros;Lagrein;0
1973;Outros;Lambrusco;0
1973;Outros;Malbec;200
1973;Outros;Marzemina;49930
1973;Outros;Merlot;263765
1973;Outros;Marselan;0
1973;Outros;Mistura de uvas viníferas tinto;0
1973;Outros;Molinera;0
1973;Outros;Montepulciano;0
1973;Outros;Moscato Bailey;0
1973;Outros;Napa Gamay;0
1973;Outros;Nebbiolo;0
1973;Outros;Petit Verdot;0
1973;Outros;Petite Sirah;0
1973;Outros;Pinotage;0
1973;Outros;Pinot Noir;10433
1973;Outros;Pinot Saint George;0
1973;Outros;Piriquita;0
1973;Outros;Primitivo;0
1973;Outros;Rebo;0
1973;Outros;Refosco;0
1973;Outros;Rondinella;0
1973;Outros;Ruby Cabernet;0
1973;Outros;Sangiovese;38315
1973;Outros;Saperavi;0
1973;Outros;Sira (falsa);2179909
1973;Outros;Tannat;0
1973;Outros;Tempranillo;0
1973;Outros;Teroldego;0
1973;Outros;Torrontes;0
1973;Outros;Tinta Barroca;0
1973;Outros;Tinta Roriz;0
1973;Outros;Touriga Francesa;0
1973;Outros;Touriga Nacional;0
1973;Outros;Tinta Madeira;0
1973;Outros;Tintoria;0
1973;Outros;Trincdeira;0
1973;Outros;Trousseau;0
1973;Outros;Zinfandel;0
1973;Outros;Outras1;0
1973;Brancas;BRANCAS E ROSADAS;12213901
1973;Outros;Aliatico;0
1973;Outros;Aligote;0
1973;Outros;Altesse;0
1973;Outros;Alvarinho;0
1973;Outros;Arriloba;0
1973;Outros;Auxerrois;0
1973;Outros;Burger;0
1973;Outros;Chardonnay;0
1973;Outros;Chasselas;0
1973;Outros;Chenin Blanc;0
1973;Outros;Clairette(1);94006
1973;Outros;Colombard;0
1973;Outros;Flora;0
1973;Outros;Garganega;0
1973;Outros;Gewurztraminer;0
1973;Outros;Gouveio;0
1973;Outros;Gros Manseng;0
1973;Outros;Italia (Pirovano 65) (PE);0
1973;Outros;Maccabeo;0
1973;Outros;Malvasia;645868
1973;Outros;Malvasia Amarela;0
1973;Outros;Malvasia Bianca;0
1973;Outros;Malvasia Chianti;0
1973;Outros;Malvasia Verde;0
1973;Outros;Malvasia di Candia;0
1973;Outros;Malvasia Istriana;0
1973;Outros;Mistura de uvas viníferas branco;0
1973;Outros;Mistura de uvas viníferas rosado;0
1973;Outros;Moscato Branco;3490996
1973;Outros;Moscato Canelli;0
1973;Outros;Moscato Giallo;0
1973;Outros;Moscato Nazareno;0
1973;Outros;Moscato Bianco R2;0
1973;Outros;Moscato de Alexandria;0
1973;Outros;Moscato Rosado;0
1973;Outros;Muscat à Petits Grains;0
1973;Outros;Muller Thurgau;0
1973;Outros;Muscadelle;0
1973;Outros;Ora;0
1973;Outros;Palomino;0
1973;Outros;Petit Manseng;0
1973;Outros;Peverella;1416283
1973;Outros;Pinot Blanc;0
1973;Outros;Pinot Gris;0
1973;Outros;Prosecco;0
1973;Outros;Red Veltliner;0
1973;Outros;Riesling Italico;402329
1973;Outros;Riesling Renano;0
1973;Outros;Sauvignon Blanc(2);12886
1973;Outros;Sauvignon Gris;0
1973;Outros;Seara Nova;0
1973;Outros;Semillon;20447
1973;Outros;Schonburger;0
1973;Outros;Sylvaner;0
1973;Outros;Tocai Friulano;0
1973;Outros;Trebbiano;5722394
1973;Outros;Trebbiano Toscano;0
1973;Outros;Verdea;1864
1973;Outros;Verdelho;0
1973;Outros;Verdiso;0
1973;Outros;Vermentino;6153
1973;Outros;Vernaccia;65995
1973;Outros;Viogner;0
1973;Outros;Viognier;0
1973;Outros;Outras(3);334680
1974;Tintas;TINTAS;17457849
1974;Outros;Alicante Bouschet;0
1974;Outros;Ancelota;0
1974;Outros;Aramon;0
1974;Outros;Alfrocheiro;0
1974;Outros;Arinarnoa;0
1974;Outros;Aspirant Bouschet;0
1974;Outros;Barbera;8334170
1974;Outros;Bonarda;1888558
1974;Outros;Cabernet Franc;2909343
1974;Outros;Cabernet Sauvignon;0
1974;Outros;Caladoc;0
1974;Outros;Campanario;0
1974;Outros;Canaiolo;372657
1974;Outros;Carignan;4535
1974;Outros;Carmenere;33114
1974;Outros;Castelão;0
1974;Outros;Corvina;0
1974;Outros;Croatina;0
1974;Outros;Cinsaut;0
1974;Outros;Dom Felder;0
1974;Outros;Dolcetto;0
1974;Outros;Durif;0
1974;Outros;Egiodola;0
1974;Outros;Ekigaina;0
1974;Outros;Festival (Sugraone);0
1974;Outros;Franconia;0
1974;Outros;Freisa;713
1974;Outros;Gamay St Romain;0
1974;Outros;Gamay Beaujolais;0
1974;Outros;Grand Noir;0
1974;Outros;Grenache;19945
1974;Outros;Jaen;0
1974;Outros;Lagrein;0
1974;Outros;Lambrusco;0
1974;Outros;Malbec;6167
1974;Outros;Marzemina;136790
1974;Outros;Merlot;1050036
1974;Outros;Marselan;0
1974;Outros;Mistura de uvas viníferas tinto;0
1974;Outros;Molinera;0
1974;Outros;Montepulciano;0
1974;Outros;Moscato Bailey;0
1974;Outros;Napa Gamay;0
1974;Outros;Nebbiolo;0
1974;Outros;Petit Verdot;0
1974;Outros;Petite Sirah;0
1974;Outros;Pinotage;0
1974;Outros;Pinot Noir;18178
1974;Outros;Pinot Saint George;0
1974;Outros;Piriquita;0
1974;Outros;Primitivo;0
1974;Outros;Rebo;0
1974;Outros;Refosco;0
1974;Outros;Rondinella;0
1974;Outros;Ruby Cabernet;0
1974;Outros;Sangiovese;59834
1974;Outros;Saperavi;0
1974;Outros;Sira (falsa);2623809
1974;Outros;Tannat;0
1974;Outros;Tempranillo;0
1974;Outros;Teroldego;0
1974;Outros;Torrontes;0
1974;Outros;Tinta Barroca;0
1974;Outros;Tinta Roriz;0
1974;Outros;Touriga Francesa;0
1974;Outros;Touriga Nacional;0
1974;Outros;Tinta Madeira;0
1974;Outros;Tintoria;0
1974;Outros;Trincdeira;0
1974;Outros;Trousseau;0
1974;Outros;Zinfandel;0
1974;Outros;Outras1;0
1974;Brancas;BRANCAS E ROSADAS;25625874
1974;Outros;Aliatico;0
1974;Outros;Aligote;618
1974;Outros;Altesse;0
1974;Outros;Alvarinho;0
1974;Outros;Arriloba;0
1974;Outros;Auxerrois;0
1974;Outros;Burger;0
1974;Outros;Chardonnay;0
1974;Outros;Chasselas;0
1974;Outros;Chenin Blanc;0
1974;Outros;Clairette(1);116154
1974;Outros;Colombard;0
1974;Outros;Flora;0
1974;Outros;Garganega;0
1974;Outros;Gewurztraminer;0
1974;Outros;Gouveio;0
1974;Outros;Gros Manseng;0
1974;Outros;Italia (Pirovano 65) (PE);0
1974;Outros;Maccabeo;0
1974;Outros;Malvasia;795847
1974;Outros;Malvasia Amarela;0
1974;Outros;Malvasia Bianca;0
1974;Outros;Malvasia Chianti;0
1974;Outros;Malvasia Verde;0
1974;Outros;Malvasia di Candia;0
1974;Outros;Malvasia Istriana;0
1974;Outros;Mistura de uvas viníferas branco;0
1974;Outros;Mistura de uvas viníferas rosado;0
1974;Outros;Moscato Branco;10348989
1974;Outros;Moscato Canelli;0
1974;Outros;Moscato Giallo;0
1974;Outros;Moscato Nazareno;0
1974;Outros;Moscato Bianco R2;0
1974;Outros;Moscato de Alexandria;0
1974;Outros;Moscato Rosado;0
1974;Outros;Muscat à Petits Grains;0
1974;Outros;Muller Thurgau;0
1974;Outros;Muscadelle;0
1974;Outros;Ora;0
1974;Outros;Palomino;0
1974;Outros;Petit Manseng;0
1974;Outros;Peverella;1596138
1974;Outros;Pinot Blanc;0
1974;Outros;Pinot Gris;0
1974;Outros;Prosecco;0
1974;Outros;Red Veltliner;0
1974;Outros;Riesling Italico;1413722
1974;Outros;Riesling Renano;0
1974;Outros;Sauvignon Blanc(2);71812
1974;Outros;Sauvignon Gris;0
1974;Outros;Seara Nova;0
1974;Outros;Semillon;91675
1974;Outros;Schonburger;0
1974;Outros;Sylvaner;0
1974;Outros;Tocai Friulano;0
1974;Outros;Trebbiano;10863544
1974;Outros;Trebbiano Toscano;0
1974;Outros;Verdea;3216
1974;Outros;Verdelho;0
1974;Outros;Verdiso;0
1974;Outros;Vermentino;8954
1974;Outros;Vernaccia;114553
1974;Outros;Viogner;0
1974;Outros;Viognier;0
1974;Outros;Outras(3);200652
1975;Tintas;TINTAS;22593885
1975;Outros;Alicante Bouschet;0
1975;Outros;Ancelota;0
1975;Outros;Aramon;0
1975;Outros;Alfrocheiro;0
1975;Outros;Arinarnoa;0
1975;Outros;Aspirant Bouschet;0
1975;Outros;Barbera;9017873
1975;Outros;Bonarda;2564146
1975;Outros;Cabernet Franc;4262538
1975;Outros;Cabernet Sauvignon;0
1975;Outros;Caladoc;0
1975;Outros;Campanario;0
1975;Outros;Canaiolo;730961
1975;Outros;Carignan;0
1975;Outros;Carmenere;54120
1975;Outros;Castelão;0
1975;Outros;Corvina;0
1975;Outros;Croatina;0
1975;Outros;Cinsaut;0
1975;Outros;Dom Felder;0
1975;Outros;Dolcetto;0
1975;Outros;Durif;0
1975;Outros;Egiodola;0
1975;Outros;Ekigaina;0
1975;Outros;Festival (Sugraone);0
1975;Outros;Franconia;0
1975;Outros;Freisa;1713
1975;Outros;Gamay St Romain;3498
1975;Outros;Gamay Beaujolais;0
1975;Outros;Grand Noir;3056
1975;Outros;Grenache;30867
1975;Outros;Jaen;0
1975;Outros;Lagrein;0
1975;Outros;Lambrusco;0
1975;Outros;Malbec;2012
1975;Outros;Marzemina;132188
1975;Outros;Merlot;1409406
1975;Outros;Marselan;0
1975;Outros;Mistura de uvas viníferas tinto;0
1975;Outros;Molinera;0
1975;Outros;Montepulciano;0
1975;Outros;Moscato Bailey;0
1975;Outros;Napa Gamay;0
1975;Outros;Nebbiolo;0
1975;Outros;Petit Verdot;0
1975;Outros;Petite Sirah;0
1975;Outros;Pinotage;0
1975;Outros;Pinot Noir;14724
1975;Outros;Pinot Saint George;0
1975;Outros;Piriquita;0
1975;Outros;Primitivo;0
1975;Outros;Rebo;0
1975;Outros;Refosco;0
1975;Outros;Rondinella;0
1975;Outros;Ruby Cabernet;0
1975;Outros;Sangiovese;63279
1975;Outros;Saperavi;0
1975;Outros;Sira (falsa);4303504
1975;Outros;Tannat;0
1975;Outros;Tempranillo;0
1975;Outros;Teroldego;0
1975;Outros;Torrontes;0
1975;Outros;Tinta Barroca;0
1975;Outros;Tinta Roriz;0
1975;Outros;Touriga Francesa;0
1975;Outros;Touriga Nacional;0
1975;Outros;Tinta Madeira;0
1975;Outros;Tintoria;0
1975;Outros;Trincdeira;0
1975;Outros;Trousseau;0
1975;Outros;Zinfandel;0
1975;Outros;Outras1;0
1975;Brancas;BRANCAS E ROSADAS;29361700
1975;Outros;Aliatico;0
1975;Outros;Aligote;5009
1975;Outros;Altesse;0
1975;Outros;Alvarinho;0
1975;Outros;Arriloba;0
1975;Outros;Auxerrois;0
1975;Outros;Burger;0
1975;Outros;Chardonnay;0
1975;Outros;Chasselas;0
1975;Outros;Chenin Blanc;0
1975;Outros;Clairette(1);139266
1975;Outros;Colombard;0
1975;Outros;Flora;0
1975;Outros;Garganega;0
1975;Outros;Gewurztraminer;0
1975;Outros;Gouveio;0
1975;Outros;Gros Manseng;0
1975;Outros;Italia (Pirovano 65) (PE);0
1975;Outros;Maccabeo;0
1975;Outros;Malvasia;1405733
1975;Outros;Malvasia Amarela;0
1975;Outros;Malvasia Bianca;0
1975;Outros;Malvasia Chianti;0
1975;Outros;Malvasia Verde;0
1975;Outros;Malvasia di Candia;0
1975;Outros;Malvasia Istriana;0
1975;Outros;Mistura de uvas viníferas branco;0
1975;Outros;Mistura de uvas viníferas rosado;0
1975;Outros;Moscato Branco;8716599
1975;Outros;Moscato Canelli;0
1975;Outros;Moscato Giallo;0
1975;Outros;Moscato Nazareno;0
1975;Outros;Moscato Bianco R2;0
1975;Outros;Moscato de Alexandria;0
1975;Outros;Moscato Rosado;0
1975;Outros;Muscat à Petits Grains;0
1975;Outros;Muller Thurgau;0
1975;Outros;Muscadelle;0
1975;Outros;Ora;0
1975;Outros;Palomino;715
1975;Outros;Petit Manseng;0
1975;Outros;Peverella;2648598
1975;Outros;Pinot Blanc;479
1975;Outros;Pinot Gris;0
1975;Outros;Prosecco;0
1975;Outros;Red Veltliner;0
1975;Outros;Riesling Italico;1549553
1975;Outros;Riesling Renano;0
1975;Outros;Sauvignon Blanc(2);43487
1975;Outros;Sauvignon Gris;0
1975;Outros;Seara Nova;0
1975;Outros;Semillon;99569
1975;Outros;Schonburger;0
1975;Outros;Sylvaner;0
1975;Outros;Tocai Friulano;0
1975;Outros;Trebbiano;14335368
1975;Outros;Trebbiano Toscano;0
1975;Outros;Verdea;4264
1975;Outros;Verdelho;0
1975;Outros;Verdiso;0
1975;Outros;Vermentino;7070
1975;Outros;Vernaccia;135975
1975;Outros;Viogner;0
1975;Outros;Viognier;0
1975;Outros;Outras(3);270015
